timestamp,utc,id,price,size
1592279234843,2020-06-16 03:47:14.843000,459384458,44.215,-6.3683224
1592279212125,2020-06-16 03:46:52.125000,459384455,44.2,0.998
1592279057436,2020-06-16 03:44:17.436000,459384452,44.128,0.740816
1592279049274,2020-06-16 03:44:09.274000,459384451,44.095,-0.25
1592279036943,2020-06-16 03:43:56.943000,459384450,44.147,-10.12611985
1592279013855,2020-06-16 03:43:33.855000,459384449,44.213,8.28787556
1592279013855,2020-06-16 03:43:33.855000,459384448,44.212,1.25
1592278994586,2020-06-16 03:43:14.586000,459384446,44.225,5.8934
1592278994586,2020-06-16 03:43:14.586000,459384445,44.225,7.28695501
1592278994586,2020-06-16 03:43:14.586000,459384444,44.223,20.93
1592278994586,2020-06-16 03:43:14.586000,459384443,44.218,65.0196
1592278994586,2020-06-16 03:43:14.586000,459384442,44.206,9.10006651
1592278994586,2020-06-16 03:43:14.586000,459384441,44.204,5.0
1592278994586,2020-06-16 03:43:14.586000,459384440,44.2,6.79047848
1592278994586,2020-06-16 03:43:14.586000,459384439,44.2,5.8729
1592278994586,2020-06-16 03:43:14.586000,459384438,44.2,4.1271
1592278994586,2020-06-16 03:43:14.586000,459384437,44.2,1.25
1592278994586,2020-06-16 03:43:14.586000,459384436,44.2,98.75
1592278994586,2020-06-16 03:43:14.586000,459384435,44.199,1.25
1592278994586,2020-06-16 03:43:14.586000,459384434,44.183,0.36212444
1592278969902,2020-06-16 03:42:49.902000,459384433,44.168,0.1
1592278939779,2020-06-16 03:42:19.779000,459384432,44.163,71.11939964
1592278928250,2020-06-16 03:42:08.250000,459384431,44.163,15.0
1592278908487,2020-06-16 03:41:48.487000,459384430,44.163,5.0
1592278771551,2020-06-16 03:39:31.551000,459384428,44.149,0.1
1592278480238,2020-06-16 03:34:40.238000,459384415,44.111,-0.1
1592278397662,2020-06-16 03:33:17.662000,459384400,44.147,0.1
1592278396615,2020-06-16 03:33:16.615000,459384399,44.138,0.1
1592278396607,2020-06-16 03:33:16.607000,459384398,44.138,0.1
1592278393624,2020-06-16 03:33:13.624000,459384392,44.09,17.18656265
1592278393233,2020-06-16 03:33:13.233000,459384390,44.09,17.18656265
1592278392759,2020-06-16 03:33:12.759000,459384388,44.09,215.725
1592278392109,2020-06-16 03:33:12.109000,459384386,44.068,17.18656265
1592278391776,2020-06-16 03:33:11.776000,459384382,44.068,9.18656265
1592278391776,2020-06-16 03:33:11.776000,459384381,44.067,8.0
1592278391705,2020-06-16 03:33:11.705000,459384380,44.056,8.0
1592278391122,2020-06-16 03:33:11.122000,459384376,44.038,6.81413707
1592278390818,2020-06-16 03:33:10.818000,459384374,44.038,0.1
1592278068831,2020-06-16 03:27:48.831000,459384371,44.038,48.6894396
1592278068831,2020-06-16 03:27:48.831000,459384370,44.031,3.8480271
1592278068831,2020-06-16 03:27:48.831000,459384369,44.031,8.40377196
1592278068831,2020-06-16 03:27:48.831000,459384368,44.031,34.06691
1592278068831,2020-06-16 03:27:48.831000,459384367,44.021,4.99185134
1592278030594,2020-06-16 03:27:10.594000,459384366,44.01,-0.1
1592278025852,2020-06-16 03:27:05.852000,459384365,44.031,0.1
1592277992074,2020-06-16 03:26:32.074000,459384364,44.029,-2.27
1592277986764,2020-06-16 03:26:26.764000,459384362,44.069,-0.00027084
1592277972137,2020-06-16 03:26:12.137000,459384361,44.069,-0.386
1592277939059,2020-06-16 03:25:39.059000,459384359,44.07,0.1
1592277907602,2020-06-16 03:25:07.602000,459384357,44.069,-0.52982719
1592277874467,2020-06-16 03:24:34.467000,459384354,44.08,0.5
1592277795224,2020-06-16 03:23:15.224000,459384348,44.069,413.999
1592277795224,2020-06-16 03:23:15.224000,459384347,44.06,0.7129447
1592277795224,2020-06-16 03:23:15.224000,459384346,44.06,1.36438767
1592277795224,2020-06-16 03:23:15.224000,459384345,44.06,2.04243097
1592277795224,2020-06-16 03:23:15.224000,459384344,44.06,7.96513863
1592277795224,2020-06-16 03:23:15.224000,459384343,44.06,173.0
1592277773552,2020-06-16 03:22:53.552000,459384340,44.021,-0.08470991
